지역,풍속,높이,풍하중
대전,28.7,70,622.1143592370001
대전,28.7,71,625.4816838549299
대전,28.7,72,628.85809706832
대전,28.7,73,632.2435988771699
대전,28.7,74,635.63818928148
대전,28.7,75,639.04186828125
대전,28.7,76,642.4546358764802
대전,28.7,77,645.8764920671699
대전,28.7,78,649.3074368533199
대전,28.7,79,652.7474702349301
대전,28.7,80,656.196592212
대전,28.7,81,659.6548027845299
대전,28.7,82,663.1221019525196
대전,28.7,83,666.5984897159701
대전,28.7,84,670.0839660748802
대전,28.7,85,673.5785310292499
대전,28.7,86,677.08218457908
대전,28.7,87,680.5949267243701
대전,28.7,88,684.1167574651201
대전,28.7,89,687.6476768013299
대전,28.7,90,691.187684733
대전,28.7,91,694.7367812601301
대전,28.7,92,698.2949663827202
대전,28.7,93,701.8622401007699
대전,28.7,94,705.43860241428
대전,28.7,95,709.0240533232502
대전,28.7,96,712.6185928276802
대전,28.7,97,716.2222209275699
대전,28.7,98,719.83493762292
대전,28.7,99,723.4567429137302
대전,28.7,100,727.0876367999999
대전,28.7,101,730.72761928173
대전,28.7,102,734.37669035892
대전,28.7,103,738.0348500315702
대전,28.7,104,741.7020982996798
추풍령,24.12,5,298.57763216052
추풍령,24.12,6,300.5387279224128
추풍령,24.12,7,302.50624298303524
추풍령,24.12,8,304.4801773423873
추풍령,24.12,9,306.4605310004689
추풍령,24.12,10,308.4473039572801
추풍령,24.12,11,310.4404962128209
추풍령,24.12,12,312.44010776709126
추풍령,24.12,13,314.44613862009123
추풍령,24.12,14,316.4585887718208
추풍령,24.12,15,318.47745822228006
추풍령,24.12,16,320.5027469714688
추풍령,24.12,17,322.5344550193872
추풍령,24.12,18,324.57258236603525
추풍령,24.12,19,326.61712901141294
추풍령,24.12,20,328.66809495552
추풍령,24.12,21,330.72548019835693
추풍령,24.12,22,332.7892847399232
추풍령,24.12,23,334.8595085802193
추풍령,24.12,24,336.9361517192448
추풍령,24.12,25,339.01921415699996
추풍령,24.12,26,341.10869589348476
추풍령,24.12,27,343.2045969286992
추풍령,24.12,28,345.30691726264325
추풍령,24.12,29,347.4156568953169
추풍령,24.12,30,349.5308158267201
추풍령,24.12,31,351.65239405685287
추풍령,24.12,32,353.7803915857152
추풍령,24.12,33,355.9148084133072
추풍령,24.12,34,358.0556445396289
추풍령,24.12,35,360.20289996468017
추풍령,24.12,36,362.35657468846085
추풍령,24.12,37,364.5166687109713
추풍령,24.12,38,366.68318203221116
추풍령,24.12,39,368.8561146521809
추풍령,24.12,40,371.0354665708801
추풍령,24.12,41,373.2212377883089
추풍령,24.12,42,375.4134283044673
추풍령,24.12,43,377.6120381193552
추풍령,24.12,44,379.8170672329729
추풍령,24.12,45,382.02851564532017
추풍령,24.12,46,384.24638335639685
추풍령,24.12,47,386.4706703662031
추풍령,24.12,48,388.70137667473927
추풍령,24.12,49,390.93850228200483
추풍령,24.12,50,393.182047188
추풍령,24.12,51,395.4320113927248
추풍령,24.12,52,397.6883948961793
추풍령,24.12,53,399.9511976983632
추풍령,24.12,54,402.2204197992769
추풍령,24.12,55,404.49606119891996
추풍령,24.12,56,406.77812189729286
추풍령,24.12,57,409.06660189439515
추풍령,24.12,58,411.3615011902273
추풍령,24.12,59,413.6628197847887
추풍령,24.12,60,415.97055767808
추풍령,24.12,61,418.2847148701008
추풍령,24.12,62,420.60529136085125
추풍령,24.12,63,422.9322871503312
추풍령,24.12,64,425.2657022385409
추풍령,24.12,65,427.60553662548
추풍령,24.12,66,429.9517903111489
추풍령,24.12,67,432.3044632955472
추풍령,24.12,68,434.6635555786753
추풍령,24.12,69,437.02906716053275
추풍령,24.12,70,439.4009980411201
추풍령,24.12,71,441.7793482204368
추풍령,24.12,72,444.16411769848327
추풍령,24.12,73,446.5553064752592
추풍령,24.12,74,448.952914550765
추풍령,24.12,75,451.35694192500006
추풍령,24.12,76,453.76738859796495
추풍령,24.12,77,456.18425456965923
추풍령,24.12,78,458.6075398400833
추풍령,24.12,79,461.03724440923685
추풍령,24.12,80,463.47336827712013
추풍령,24.12,81,465.91591144373274
추풍령,24.12,82,468.3648739090752
추풍령,24.12,83,470.8202556731473
추풍령,24.12,84,473.2820567359489
추풍령,24.12,85,475.7502770974801
추풍령,24.12,86,478.22491675774074
추풍령,24.12,87,480.7059757167313
추풍령,24.12,88,483.1934539744514
추풍령,24.12,89,485.68735153090086
추풍령,24.12,90,488.18766838607996
추풍령,24.12,91,490.69440453998885
추풍령,24.12,92,493.20755999262735
추풍령,24.12,93,495.72713474399524
추풍령,24.12,94,498.25312879409285
추풍령,24.12,95,500.7855421429201
추풍령,24.12,96,503.3243747904769
추풍령,24.12,97,505.86962673676334
추풍령,24.12,98,508.42129798177916
추풍령,24.12,99,510.9793885255249
추풍령,24.12,100,513.543898368
추풍령,24.12,101,516.1148275092049
추풍령,24.12,102,518.6921759491391
추풍령,24.12,103,521.2759436878032
추풍령,24.12,104,523.8661307251969
안동,24.85,5,316.9242336133126
안동,24.85,6,319.00583218077014
안동,24.85,7,321.0942444914926
안동,24.85,8,323.18947054548
안동,24.85,9,325.2915103427326
안동,24.85,10,327.40036388325
안동,24.85,11,329.5160311670326
안동,24.85,12,331.6385121940801
안동,24.85,13,333.76780696439255
안동,24.85,14,335.9039154779701
안동,24.85,15,338.0468377348125
안동,24.85,16,340.1965737349201
안동,24.85,17,342.35312347829256
안동,24.85,18,344.51648696493015
안동,24.85,19,346.6866641948326
안동,24.85,20,348.8636551680001
안동,24.85,21,351.0474598844326
안동,24.85,22,353.2380783441301
안동,24.85,23,355.43551054709263
안동,24.85,24,357.63975649331996
안동,24.85,25,359.85081618281254
안동,24.85,26,362.06868961557
안동,24.85,27,364.2933767915926
안동,24.85,28,366.52487771088
안동,24.85,29,368.7631923734325
안동,24.85,30,371.00832077925
안동,24.85,31,373.2602629283325
안동,24.85,32,375.51901882068006
안동,24.85,33,377.7845884562925
안동,24.85,34,380.0569718351701
안동,24.85,35,382.3361689573126
안동,24.85,36,384.62217982271994
안동,24.85,37,386.9150044313927
안동,24.85,38,389.21464278332996
안동,24.85,39,391.52109487853267
안동,24.85,40,393.834360717
안동,24.85,41,396.15444029873265
안동,24.85,42,398.4813336237301
안동,24.85,43,400.8150406919925
안동,24.85,44,403.15556150352006
안동,24.85,45,405.5028960583126
안동,24.85,46,407.85704435637007
안동,24.85,47,410.2180063976924
안동,24.85,48,412.58578218228007
안동,24.85,49,414.96037171013245
안동,24.85,50,417.34177498125
안동,24.85,51,419.7299919956325
안동,24.85,52,422.12502275328006
안동,24.85,53,424.5268672541925
안동,24.85,54,426.93552549837005
안동,24.85,55,429.3509974858125
안동,24.85,56,431.7732832165201
안동,24.85,57,434.2023826904926
안동,24.85,58,436.63829590773014
안동,24.85,59,439.0810228682325
안동,24.85,60,441.5305635720001
안동,24.85,61,443.9869180190325
안동,24.85,62,446.45008620933015
안동,24.85,63,448.9200681428925
안동,24.85,64,451.39686381972007
안동,24.85,65,453.8804732398125
안동,24.85,66,456.3708964031701
안동,24.85,67,458.86813330979254
안동,24.85,68,461.3721839596801
안동,24.85,69,463.88304835283253
안동,24.85,70,466.40072648925013
안동,24.85,71,468.9252183689326
안동,24.85,72,471.4565239918802
안동,24.85,73,473.9946433580925
안동,24.85,74,476.5395764675702
안동,24.85,75,479.0913233203125
안동,24.85,76,481.64988391632005
안동,24.85,77,484.2152582555925
안동,24.85,78,486.7874463381301
안동,24.85,79,489.3664481639326
안동,24.85,80,491.9522637330001
안동,24.85,81,494.54489304533257
안동,24.85,82,497.14433610092993
안동,24.85,83,499.75059289979265
안동,24.85,84,502.36366344192015
안동,24.85,85,504.9835477273125
안동,24.85,86,507.61024575596997
안동,24.85,87,510.2437575278925
안동,24.85,88,512.8840830430802
안동,24.85,89,515.5312223015326
안동,24.85,90,518.18517530325
안동,24.85,91,520.8459420482326
안동,24.85,92,523.5135225364802
안동,24.85,93,526.1879167679925
안동,24.85,94,528.86912474277
안동,24.85,95,531.5571464608126
안동,24.85,96,534.2519819221202
안동,24.85,97,536.9536311266926
안동,24.85,98,539.6620940745299
안동,24.85,99,542.3773707656326
안동,24.85,100,545.0994612
안동,24.85,101,547.8283653776326
안동,24.85,102,550.56408329853
안동,24.85,103,553.3066149626926
안동,24.85,104,556.05596037012
포항,37.95,5,739.1391788323127
포항,37.95,6,743.9939387169302
포항,37.95,7,748.8645897959327
포항,37.95,8,753.7511320693201
포항,37.95,9,758.6535655370926
포항,37.95,10,763.57189019925
포항,37.95,11,768.5061060557928
포항,37.95,12,773.4562131067203
포항,37.95,13,778.4222113520327
포항,37.95,14,783.4041007917302
포항,37.95,15,788.4018814258128
포항,37.95,16,793.4155532542802
포항,37.95,17,798.4451162771327
포항,37.95,18,803.4905704943702
포항,37.95,19,808.5519159059926
포항,37.95,20,813.6291525120001
포항,37.95,21,818.7222803123929
포항,37.95,22,823.83129930717
포항,37.95,23,828.9562094963328
포항,37.95,24,834.0970108798799
포항,37.95,25,839.2537034578123
포항,37.95,26,844.4262872301302
포항,37.95,27,849.6147621968328
포항,37.95,28,854.8191283579201
포항,37.95,29,860.0393857133927
포항,37.95,30,865.27553426325
포항,37.95,31,870.5275740074926
포항,37.95,32,875.79550494612
포항,37.95,33,881.0793270791326
포항,37.95,34,886.37904040653
포항,37.95,35,891.6946449283129
포항,37.95,36,897.0261406444803
포항,37.95,37,902.3735275550326
포항,37.95,38,907.7368056599702
포항,37.95,39,913.115974959293
포항,37.95,40,918.5110354530001
포항,37.95,41,923.9219871410929
포항,37.95,42,929.3488300235701
포항,37.95,43,934.7915641004325
포항,37.95,44,940.25018937168
포항,37.95,45,945.7247058373127
포항,37.95,46,951.2151134973303
포항,37.95,47,956.7214123517325
포항,37.95,48,962.2436024005202
포항,37.95,49,967.7816836436924
포항,37.95,50,973.3356560812501
포항,37.95,51,978.9055197131927
포항,37.95,52,984.4912745395202
포항,37.95,53,990.0929205602326
포항,37.95,54,995.7104577753304
포항,37.95,55,1001.3438861848125
포항,37.95,56,1006.9932057886804
포항,37.95,57,1012.6584165869324
포항,37.95,58,1018.3395185795702
포항,37.95,59,1024.0365117665929
포항,37.95,60,1029.7493961480002
포항,37.95,61,1035.4781717237927
포항,37.95,62,1041.2228384939701
포항,37.95,63,1046.9833964585325
포항,37.95,64,1052.7598456174806
포항,37.95,65,1058.5521859708126
포항,37.95,66,1064.3604175185303
포항,37.95,67,1070.1845402606325
포항,37.95,68,1076.0245541971203
포항,37.95,69,1081.8804593279929
포항,37.95,70,1087.7522556532501
포항,37.95,71,1093.6399431728928
포항,37.95,72,1099.5435218869204
포항,37.95,73,1105.4629917953325
포항,37.95,74,1111.3983528981305
포항,37.95,75,1117.3496051953125
포항,37.95,76,1123.3167486868804
포항,37.95,77,1129.2997833728325
포항,37.95,78,1135.2987092531703
포항,37.95,79,1141.3135263278928
포항,37.95,80,1147.3442345970002
포항,37.95,81,1153.3908340604928
포항,37.95,82,1159.4533247183697
포항,37.95,83,1165.5317065706327
포항,37.95,84,1171.6259796172806
포항,37.95,85,1177.7361438583125
포항,37.95,86,1183.86219929373
포항,37.95,87,1190.0041459235329
포항,37.95,88,1196.1619837477203
포항,37.95,89,1202.3357127662928
포항,37.95,90,1208.52533297925
포항,37.95,91,1214.7308443865927
포항,37.95,92,1220.9522469883207
포항,37.95,93,1227.1895407844327
포항,37.95,94,1233.44272577493
포항,37.95,95,1239.7118019598126
포항,37.95,96,1245.9967693390804
포항,37.95,97,1252.2976279127329
포항,37.95,98,1258.61437768077
포항,37.95,99,1264.947018643193
포항,37.95,100,1271.2955508
포항,37.95,101,1277.6599741511927
포항,37.95,102,1284.0402886967702
포항,37.95,103,1290.4364944367328
포항,37.95,104,1296.8485913710801
군산,39.41,5,797.1049982477924
군산,39.41,6,802.3404849871571
군산,39.41,7,807.5931091626574
군산,39.41,8,812.8628707742927
군산,39.41,9,818.1497698220638
군산,39.41,10,823.4538063059699
군산,39.41,11,828.7749802260115
군산,39.41,12,834.1132915821888
군산,39.41,13,839.4687403745012
군산,39.41,14,844.8413266029492
군산,39.41,15,850.2310502675324
군산,39.41,16,855.6379113682514
군산,39.41,17,861.0619099051052
군산,39.41,18,866.5030458780947
군산,39.41,19,871.9613192872197
군산,39.41,20,877.4367301324797
군산,39.41,21,882.9292784138757
군산,39.41,22,888.4389641314067
군산,39.41,23,893.9657872850734
군산,39.41,24,899.5097478748751
군산,39.41,25,905.0708459008123
군산,39.41,26,910.6490813628849
군산,39.41,27,916.2444542610931
군산,39.41,28,921.8569645954365
군산,39.41,29,927.4866123659156
군산,39.41,30,933.1333975725297
군산,39.41,31,938.7973202152796
군산,39.41,32,944.4783802941646
군산,39.41,33,950.1765778091852
군산,39.41,34,955.891912760341
군산,39.41,35,961.6243851476326
군산,39.41,36,967.373994971059
군산,39.41,37,973.1407422306213
군산,39.41,38,978.9246269263188
군산,39.41,39,984.7256490581518
군산,39.41,40,990.54380862612
군산,39.41,41,996.3791056302239
군산,39.41,42,1002.2315400704628
군산,39.41,43,1008.1011119468368
군산,39.41,44,1013.9878212593469
군산,39.41,45,1019.8916680079925
군산,39.41,46,1025.812652192773
군산,39.41,47,1031.750773813689
군산,39.41,48,1037.7060328707405
군산,39.41,49,1043.6784293639273
군산,39.41,50,1049.6679632932498
군산,39.41,51,1055.6746346587074
군산,39.41,52,1061.6984434603007
군산,39.41,53,1067.739389698029
군산,39.41,54,1073.7974733718931
군산,39.41,55,1079.8726944818923
군산,39.41,56,1085.9650530280273
군산,39.41,57,1092.0745490102972
군산,39.41,58,1098.2011824287029
군산,39.41,59,1104.3449532832433
군산,39.41,60,1110.5058615739197
군산,39.41,61,1116.6839073007313
군산,39.41,62,1122.8790904636785
군산,39.41,63,1129.091411062761
군산,39.41,64,1135.320869097979
군산,39.41,65,1141.5674645693323
군산,39.41,66,1147.8311974768212
군산,39.41,67,1154.112067820445
군산,39.41,68,1160.4100756002047
군산,39.41,69,1166.7252208160994
군산,39.41,70,1173.05750346813
군산,39.41,71,1179.4069235562954
군산,39.41,72,1185.7734810805969
군산,39.41,73,1192.1571760410332
군산,39.41,74,1198.5580084376054
군산,39.41,75,1204.975978270312
군산,39.41,76,1211.4110855391555
군산,39.41,77,1217.863330244133
군산,39.41,78,1224.3327123852466
군산,39.41,79,1230.8192319624955
군산,39.41,80,1237.32288897588
군산,39.41,81,1243.8436834253994
군산,39.41,82,1250.3816153110545
군산,39.41,83,1256.936684632845
군산,39.41,84,1263.5088913907714
군산,39.41,85,1270.0982355848323
군산,39.41,86,1276.704717215029
군산,39.41,87,1283.328336281361
군산,39.41,88,1289.9690927838287
군산,39.41,89,1296.6269867224316
군산,39.41,90,1303.3020180971698
군산,39.41,91,1309.9941869080437
군산,39.41,92,1316.703493155053
군산,39.41,93,1323.429936838197
군산,39.41,94,1330.1735179574766
군산,39.41,95,1336.9342365128923
군산,39.41,96,1343.712092504443
군산,39.41,97,1350.507085932129
군산,39.41,98,1357.3192167959505
군산,39.41,99,1364.1484850959075
군산,39.41,100,1370.9948908319998
군산,39.41,101,1377.8584340042275
군산,39.41,102,1384.7391146125906
군산,39.41,103,1391.6369326570891
군산,39.41,104,1398.5518881377232
대구,26.38,5,357.15130807076997
대구,26.38,6,359.4971231659728
대구,26.38,7,361.8506168703252
대구,26.38,8,364.21178918382714
대구,26.38,9,366.5806401064789
대구,26.38,10,368.95716963828005
대구,26.38,11,371.34137777923075
대구,26.38,12,373.7332645293312
대구,26.38,13,376.1328298885812
대구,26.38,14,378.54007385698077
대구,26.38,15,380.95499643453
대구,26.38,16,383.37759762122886
대구,26.38,17,385.8078774170772
대구,26.38,18,388.24583582207526
대구,26.38,19,390.69147283622283
대구,26.38,20,393.14478845952
대구,26.38,21,395.60578269196685
대구,26.38,22,398.07445553356314
대구,26.38,23,400.5508069843092
대구,26.38,24,403.0348370442048
대구,26.38,25,405.5265457132499
대구,26.38,26,408.0259329914448
대구,26.38,27,410.53299887878916
대구,26.38,28,413.0477433752832
대구,26.38,29,415.5701664809268
대구,26.38,30,418.10026819572
대구,26.38,31,420.6380485196627
대구,26.38,32,423.18350745275524
대구,26.38,33,425.73664499499716
대구,26.38,34,428.2974611463887
대구,26.38,35,430.86595590693
대구,26.38,36,433.4421292766208
대구,26.38,37,436.02598125546126
대구,26.38,38,438.6175118434512
대구,26.38,39,441.2167210405909
대구,26.38,40,443.82360884687995
대구,26.38,41,446.4381752623188
대구,26.38,42,449.0604202869072
대구,26.38,43,451.69034392064503
대구,26.38,44,454.3279461635329
대구,26.38,45,456.97322701557016
대구,26.38,46,459.62618647675674
대구,26.38,47,462.2868245470931
대구,26.38,48,464.9551412265792
대구,26.38,49,467.6311365152146
대구,26.38,50,470.31481041300003
대구,26.38,51,473.00616291993464
대구,26.38,52,475.7051940360192
대구,26.38,53,478.41190376125314
대구,26.38,54,481.1262920956368
대구,26.38,55,483.84835903916985
대구,26.38,56,486.5781045918529
대구,26.38,57,489.3155287536851
대구,26.38,58,492.0606315246672
대구,26.38,59,494.8134129047987
대구,26.38,60,497.57387289408
대구,26.38,61,500.34201149251066
대구,26.38,62,503.11782870009125
대구,26.38,63,505.90132451682115
대구,26.38,64,508.69249894270075
대구,26.38,65,511.49135197773
대구,26.38,66,514.2978836219088
대구,26.38,67,517.1120938752371
대구,26.38,68,519.9339827377153
대구,26.38,69,522.7635502093427
대구,26.38,70,525.60079629012
대구,26.38,71,528.4457209800468
대구,26.38,72,531.2983242791232
대구,26.38,73,534.1586061873492
대구,26.38,74,537.0265667047249
대구,26.38,75,539.90220583125
대구,26.38,76,542.7855235669248
대구,26.38,77,545.6765199117492
대구,26.38,78,548.5751948657232
대구,26.38,79,551.4815484288467
대구,26.38,80,554.3955806011202
대구,26.38,81,557.3172913825427
대구,26.38,82,560.2466807731151
대구,26.38,83,563.1837487728371
대구,26.38,84,566.128495381709
대구,26.38,85,569.0809205997299
대구,26.38,86,572.0410244269007
대구,26.38,87,575.0088068632211
대구,26.38,88,577.9842679086912
대구,26.38,89,580.9674075633108
대구,26.38,90,583.9582258270798
대구,26.38,91,586.9567226999987
대구,26.38,92,589.9628981820674
대구,26.38,93,592.9767522732852
대구,26.38,94,595.9982849736527
대구,26.38,95,599.0274962831701
대구,26.38,96,602.0643862018369
대구,26.38,97,605.1089547296532
대구,26.38,98,608.1612018666191
대구,26.38,99,611.2211276127348
대구,26.38,100,614.288731968
대구,26.38,101,617.3640149324149
대구,26.38,102,620.446976505979
대구,26.38,103,623.5376166886931
대구,26.38,104,626.6359354805567
전주,24.77,5,314.88695976863255
전주,24.77,6,316.9551772630548
전주,24.77,7,319.0301647001757
전주,24.77,8,321.1119220799952
전주,24.77,9,323.20044940251336
전주,24.77,10,325.29574666773004
전주,24.77,11,327.3978138756454
전주,24.77,12,329.5066510262593
전주,24.77,13,331.62225811957177
전주,24.77,14,333.7446351555828
전주,24.77,15,335.87378213429247
전주,24.77,16,338.0096990557009
전주,24.77,17,340.1523859198078
전주,24.77,18,342.30184272661324
전주,24.77,19,344.4580694761174
전주,24.77,20,346.62106616832
전주,24.77,21,348.7908328032213
전주,24.77,22,350.9673693808212
전주,24.77,23,353.1506759011197
전주,24.77,24,355.3407523641167
전주,24.77,25,357.5375987698124
전주,24.77,26,359.74121511820675
전주,24.77,27,361.95160140929966
전주,24.77,28,364.16875764309117
전주,24.77,29,366.39268381958135
전주,24.77,30,368.62337993877
전주,24.77,31,370.8608460006572
전주,24.77,32,373.10508200524316
전주,24.77,33,375.3560879525277
전주,24.77,34,377.61386384251074
전주,24.77,35,379.87840967519264
전주,24.77,36,382.1497254505728
전주,24.77,37,384.4278111686517
전주,24.77,38,386.71266682942917
전주,24.77,39,389.00429243290534
전주,24.77,40,391.30268797907996
전주,24.77,41,393.60785346795336
전주,24.77,42,395.9197888995252
전주,24.77,43,398.2384942737956
전주,24.77,44,400.5639695907649
전주,24.77,45,402.89621485043256
전주,24.77,46,405.2352300527987
전주,24.77,47,407.5810151978636
전주,24.77,48,409.9335702856272
전주,24.77,49,412.2928953160892
전주,24.77,50,414.65899028925
전주,24.77,51,417.03185520510925
전주,24.77,52,419.41149006366715
전주,24.77,53,421.79789486492365
전주,24.77,54,424.19106960887876
전주,24.77,55,426.5910142955324
전주,24.77,56,428.9977289248848
전주,24.77,57,431.4112134969356
전주,24.77,58,433.8314680116853
전주,24.77,59,436.2584924691333
전주,24.77,60,438.69228686928
전주,24.77,61,441.1328512121253
전주,24.77,62,443.5801854976692
전주,24.77,63,446.0342897259116
전주,24.77,64,448.49516389685283
전주,24.77,65,450.9628080104925
전주,24.77,66,453.4372220668309
전주,24.77,67,455.9184060658677
전주,24.77,68,458.4063600076032
전주,24.77,69,460.9010838920372
전주,24.77,70,463.40257771917004
전주,24.77,71,465.91084148900126
전주,24.77,72,468.4258752015313
전주,24.77,73,470.9476788567597
전주,24.77,74,473.4762524546869
전주,24.77,75,476.0115959953126
전주,24.77,76,478.55370947863685
전주,24.77,77,481.1025929046596
전주,24.77,78,483.65824627338134
전주,24.77,79,486.22066958480127
전주,24.77,80,488.7898628389201
전주,24.77,81,491.3658260357373
전주,24.77,82,493.9485591752531
전주,24.77,83,496.5380622574678
전주,24.77,84,499.13433528238085
전주,24.77,85,501.7373782499925
전주,24.77,86,504.3471911603026
전주,24.77,87,506.9637740133117
전주,24.77,88,509.58712680901937
전주,24.77,89,512.2172495474254
전주,24.77,90,514.85414222853
전주,24.77,91,517.4978048523333
전주,24.77,92,520.1482374188354
전주,24.77,93,522.8054399280356
전주,24.77,94,525.4694123799346
전주,24.77,95,528.1401547745326
전주,24.77,96,530.817667111829
전주,24.77,97,533.5019493918238
전주,24.77,98,536.1930016145171
전주,24.77,99,538.8908237799093
전주,24.77,100,541.5954158879998
전주,24.77,101,544.3067779387893
전주,24.77,102,547.0249099322771
전주,24.77,103,549.7498118684638
전주,24.77,104,552.4814837473488
울산,23.09,5,273.6216947477925
울산,23.09,6,275.4188767471572
울산,23.09,7,277.2219415026574
울산,23.09,8,279.0308890142929
울산,23.09,9,280.8457192820637
울산,23.09,10,282.66643230597003
울산,23.09,11,284.4930280860117
울산,23.09,12,286.3255066221888
울산,23.09,13,288.16386791450134
울산,23.09,14,290.0081119629493
울산,23.09,15,291.85823876753255
울산,23.09,16,293.71424832825124
울산,23.09,17,295.57614064510534
울산,23.09,18,297.4439157180948
울산,23.09,19,299.3175735472197
울산,23.09,20,301.19711413247995
울산,23.09,21,303.08253747387573
울산,23.09,22,304.97384357140675
울산,23.09,23,306.87103242507334
울산,23.09,24,308.7741040348752
울산,23.09,25,310.6830584008125
울산,23.09,26,312.5978955228852
울산,23.09,27,314.5186154010933
울산,23.09,28,316.44521803543677
울산,23.09,29,318.3777034259157
울산,23.09,30,320.3160715725299
울산,23.09,31,322.26032247527974
울산,23.09,32,324.2104561341648
울산,23.09,33,326.1664725491853
울산,23.09,34,328.12837172034114
울산,23.09,35,330.09615364763255
울산,23.09,36,332.06981833105914
울산,23.09,37,334.0493657706213
울산,23.09,38,336.0347959663188
울산,23.09,39,338.0261089181518
울산,23.09,40,340.02330462612
울산,23.09,41,342.02638309022376
울산,23.09,42,344.03534431046273
울산,23.09,43,346.0501882868372
울산,23.09,44,348.07091501934724
울산,23.09,45,350.0975245079926
울산,23.09,46,352.1300167527732
울산,23.09,47,354.1683917536892
울산,23.09,48,356.2126495107408
울산,23.09,49,358.26279002392766
울산,23.09,50,360.31881329325006
울산,23.09,51,362.38071931870763
울산,23.09,52,364.44850810030084
울산,23.09,53,366.5221796380292
울산,23.09,54,368.6017339318932
울산,23.09,55,370.6871709818925
울산,23.09,56,372.7784907880273
울산,23.09,57,374.8756933502973
울산,23.09,58,376.9787786687029
울산,23.09,59,379.0877467432436
울산,23.09,60,381.20259757392
울산,23.09,61,383.3233311607317
울산,23.09,62,385.4499475036789
울산,23.09,63,387.58244660276125
울산,23.09,64,389.7208284579793
울산,23.09,65,391.86509306933243
울산,23.09,66,394.0152404368212
울산,23.09,67,396.1712705604453
울산,23.09,68,398.3331834402048
울산,23.09,69,400.5009790760997
울산,23.09,70,402.6746574681301
울산,23.09,71,404.8542186162956
울산,23.09,72,407.03966252059683
울산,23.09,73,409.23098918103335
울산,23.09,74,411.4281985976052
울산,23.09,75,413.63129077031255
울산,23.09,76,415.84026569915534
울산,23.09,77,418.05512338413325
울산,23.09,78,420.27586382524686
울산,23.09,79,422.50248702249576
울산,23.09,80,424.73499297588
울산,23.09,81,426.9733816853997
울산,23.09,82,429.2176531510547
울산,23.09,83,431.4678073728453
울산,23.09,84,433.7238443507713
울산,23.09,85,435.98576408483245
울산,23.09,86,438.25356657502914
울산,23.09,87,440.5272518213613
울산,23.09,88,442.80681982382896
울산,23.09,89,445.0922705824317
울산,23.09,90,447.38360409717
울산,23.09,91,449.68082036804367
울산,23.09,92,451.9839193950529
울산,23.09,93,454.2929011781973
울산,23.09,94,456.6077657174771
울산,23.09,95,458.9285130128925
울산,23.09,96,461.25514306444336
울산,23.09,97,463.5876558721293
울산,23.09,98,465.9260514359508
울산,23.09,99,468.2703297559078
울산,23.09,100,470.620490832
울산,23.09,101,472.97653466422776
울산,23.09,102,475.33846125259066
울산,23.09,103,477.70627059708926
울산,23.09,104,480.07996269772315
마산,37.33,5,715.1854040144325
마산,37.33,6,719.8828324675668
마산,37.33,7,724.5956371185836
마산,37.33,8,729.3238179674831
마산,37.33,9,734.0673750142652
마산,37.33,10,738.8263082589301
마산,37.33,11,743.6006177014773
마산,37.33,12,748.3903033419072
마산,37.33,13,753.1953651802196
마산,37.33,14,758.0158032164146
마산,37.33,15,762.8516174504925
마산,37.33,16,767.7028078824528
마산,37.33,17,772.5693745122958
마산,37.33,18,777.4513173400211
마산,37.33,19,782.3486363656291
마산,37.33,20,787.2613315891198
마산,37.33,21,792.1894030104934
마산,37.33,22,797.132850629749
마산,37.33,23,802.0916744468877
마산,37.33,24,807.0658744619087
마산,37.33,25,812.0554506748124
마산,37.33,26,817.0604030855986
마산,37.33,27,822.0807316942675
마산,37.33,28,827.1164365008193
마산,37.33,29,832.1675175052533
마산,37.33,30,837.2339747075699
마산,37.33,31,842.3158081077692
마산,37.33,32,847.413017705851
마산,37.33,33,852.5256035018158
마산,37.33,34,857.6535654956627
마산,37.33,35,862.7969036873927
마산,37.33,36,867.9556180770047
마산,37.33,37,873.1297086644998
마산,37.33,38,878.3191754498773
마산,37.33,39,883.5240184331373
마산,37.33,40,888.7442376142799
마산,37.33,41,893.9798329933055
마산,37.33,42,899.2308045702131
마산,37.33,43,904.4971523450034
마산,37.33,44,909.7788763176768
마산,37.33,45,915.0759764882328
마산,37.33,46,920.3884528566707
마산,37.33,47,925.7163054229916
마산,37.33,48,931.0595341871953
마산,37.33,49,936.418139149281
마산,37.33,50,941.7921203092501
마산,37.33,51,947.1814776671013
마산,37.33,52,952.5862112228351
마산,37.33,53,958.0063209764515
마산,37.33,54,963.4418069279509
마산,37.33,55,968.8926690773321
마산,37.33,56,974.3589074245967
마산,37.33,57,979.8405219697436
마산,37.33,58,985.3375127127734
마산,37.33,59,990.8498796536851
마산,37.33,60,996.37762279248
마산,37.33,61,1001.9207421291574
마산,37.33,62,1007.4792376637172
마산,37.33,63,1013.0531093961596
마산,37.33,64,1018.642357326485
마산,37.33,65,1024.2469814546923
마산,37.33,66,1029.866981780783
마산,37.33,67,1035.5023583047557
마산,37.33,68,1041.153111026611
마산,37.33,69,1046.8192399463492
마산,37.33,70,1052.5007450639703
마산,37.33,71,1058.197626379473
마산,37.33,72,1063.9098838928592
마산,37.33,73,1069.6375176041277
마산,37.33,74,1075.380527513279
마산,37.33,75,1081.1389136203122
마산,37.33,76,1086.9126759252288
마산,37.33,77,1092.7018144280278
마산,37.33,78,1098.5063291287092
